customer_id,customer_name,mobile,city,customer_type,join_date,email
5124,Yadavi Pandey,5774769167,Vadodara,Retail,2023-12-13,damyantitoor@example.net
5125,Zashil Bala,944242659,Anand,Wholesale,2024-06-22,brindaghosh@example.org
5126,Shivani Rana,2467379397,Jamnagar,Wholesale,2024-04-15,lohitratti@example.net
5127,Ubika Chatterjee,610304364,Bhavnagar,Retail,2023-09-26,tkrishnamurthy@example.com
5128,Girik Chanda,9598581718,Jamnagar,Wholesale,2026-03-02,traghavan@example.net
5129,Arunima Kohli,2555669884,Surat,Retail,2023-11-04,rachitsura@example.com
5130,Harrison Chhabra,6682151903,Bhavnagar,Retail,2025-12-11,wnagi@example.net
5131,Charvi Balan,5788816419,Bhavnagar,Wholesale,2024-05-02,dubeyyachana@example.com
5132,Chameli Chopra,3495786381,Jamnagar,Retail,2025-04-17,priya13@example.org
5133,Mahika Chakraborty,845111549,Bharuch,Retail,2023-12-31,girik99@example.org
5134,Raghav Sinha,2140928068,Jamnagar,Retail,2026-04-26,npatla@example.com
5135,Reva Sodhi,6764109998,Bharuch,Wholesale,2025-11-13,mohantyoscar@example.net
5136,Advay Dara,2820629468,Gandhinagar,Retail,2024-05-22,fchoudhury@example.org
5137,Wishi Dass,2558980702,Anand,Wholesale,2023-08-05,leela31@example.com
5138,Chakradhar Parmer,2245366760,Vapi,Wholesale,2024-05-27,kapurteerth@example.com
5139,Lila Natt,9019305817,Bhavnagar,Retail,2025-04-22,dakshbasak@example.com
5140,Abdul Kakar,7989042333,Ahmedabad,Retail,2024-01-17,behlabha@example.org
5141,Darika Saha,4107858268,Vapi,Wholesale,2024-06-10,vdeep@example.org
5142,Kiaan Sehgal,4391234960,Jamnagar,Wholesale,2025-02-17,anayoza@example.net
5143,Pooja Nair,7242194315,Jamnagar,Wholesale,2025-04-12,vyasoliver@example.org
5144,Lucky Sekhon,1689166122,Vapi,Retail,2025-05-08,gramesh@example.com
5145,Adya Choudhury,4912553734,Gandhinagar,Wholesale,2025-09-20,vmammen@example.com
5146,Yatan Chhabra,8844770288,Vadodara,Retail,2024-06-13,ahluwaliateerth@example.net
5147,Gunbir Bhatt,1353535819,Anand,Wholesale,2025-06-15,dasguptavansha@example.net
5148,Karan Bali,155648334,Ahmedabad,Wholesale,2023-12-30,dagrawal@example.org
5149,Tripti Sandhu,3371592543,Bhavnagar,Retail,2025-04-17,uchacko@example.org
5150,Jacob Bhattacharyya,3159790380,Vapi,Wholesale,2023-12-21,ryantalwar@example.com
5151,Tanay Mann,949508759,Jamnagar,Wholesale,2026-04-16,advika76@example.net
5152,Tanay Karan,3491596021,Jamnagar,Retail,2023-09-15,tejasghose@example.org
5153,Mohammed Buch,3406593739,Vapi,Retail,2026-05-24,chokshirayaan@example.org
5154,Damini Das,8568076361,Surat,Wholesale,2025-04-02,azaan84@example.net
5155,Harshil Sarkar,6504949218,Vadodara,Wholesale,2024-09-19,dhari@example.org
5156,Vyanjana Deep,8411740781,Ahmedabad,Retail,2024-09-03,libnibasak@example.net
5157,Azad Comar,6675273545,Jamnagar,Wholesale,2024-07-29,bedwin@example.org
5158,Deepa Dutt,294004217,Rajkot,Wholesale,2025-07-10,xvyas@example.com
5159,Amruta Sani,7312360918,Gandhinagar,Retail,2025-05-30,dugaryug@example.org
5160,Zayyan Behl,1239424887,Bhavnagar,Retail,2025-07-23,srinivasananita@example.org
5161,Tejas Dhawan,8134774026,Bharuch,Retail,2023-10-02,knarain@example.org
5162,Brijesh Mutti,4250573374,Bhavnagar,Wholesale,2024-11-19,nicholasloke@example.net
5163,Peter Zachariah,4175629262,Ahmedabad,Retail,2023-11-10,omgour@example.org
5164,Jhalak Sami,6773096819,Vapi,Wholesale,2023-09-22,ekapad11@example.net
5165,Henry Lad,5264828378,Surat,Wholesale,2023-12-20,qvenkatesh@example.com
5166,Dalbir Grover,6937599525,Surat,Wholesale,2023-11-09,darika02@example.org
5167,Prisha Vora,3029255436,Gandhinagar,Wholesale,2026-06-08,biswasatharv@example.net
5168,Ekanta Sen,3107643487,Vadodara,Wholesale,2025-11-26,hmander@example.net
5169,Dayita Dar,7719596080,Vadodara,Retail,2026-04-14,girikmagar@example.com
5170,Aarna Tak,7469123556,Surat,Wholesale,2024-09-15,qnigam@example.net
5171,Tarak Sidhu,9183335993,Bharuch,Retail,2025-06-17,chameli28@example.org
5172,Wriddhish Sha,7590190330,Bhavnagar,Retail,2023-12-05,aryadevansh@example.com
5173,Ladli Choudhry,2386280465,Vadodara,Wholesale,2024-04-26,craju@example.com
5174,Mohammed Sathe,1313635651,Ahmedabad,Retail,2025-06-07,ypurohit@example.com
5175,Azaan Pillai,1465741408,Ahmedabad,Retail,2025-06-25,tgandhi@example.com
5176,Wahab Murty,7800606080,Surat,Retail,2023-08-03,jagvi30@example.com
5177,Chandresh Sabharwal,6174009294,Vapi,Retail,2024-09-25,shivanshnagy@example.net
5178,Anita Chopra,9394225430,Rajkot,Retail,2024-02-23,kchacko@example.com
5179,Sarthak Dani,3425561727,Rajkot,Retail,2024-01-23,advikabal@example.org
5180,Naksh Keer,7453264067,Jamnagar,Wholesale,2024-01-22,vrishti30@example.net
5181,Yatin Sachar,2594846511,Bhavnagar,Retail,2024-08-16,kabir00@example.org
5182,Zinal Din,1439136211,Bharuch,Wholesale,2024-01-13,bhavnaraval@example.com
5183,Hemal Shankar,384306773,Rajkot,Retail,2025-12-10,harsh57@example.com
5184,Janaki Sinha,7988256430,Anand,Retail,2024-01-11,pillayomisha@example.com
5185,Rehaan Ravi,8876580752,Rajkot,Wholesale,2023-08-03,zmisra@example.org
5186,Warinder Iyer,9055113080,Rajkot,Retail,2024-07-30,lnigam@example.org
5187,Lopa Hora,7741805610,Gandhinagar,Retail,2025-05-12,balveer48@example.org
5188,Aryan Doshi,467055770,Vapi,Wholesale,2023-10-29,lallayasti@example.net
5189,Vedant Agate,5875603376,Ahmedabad,Wholesale,2025-11-10,gdua@example.com
5190,Nidhi Kakar,8208623860,Bhavnagar,Retail,2023-12-10,mistrychaitaly@example.net
5191,Vedant Sahota,8155323768,Anand,Wholesale,2023-10-19,agatejagat@example.net
5192,Rayaan Nair,6581743785,Bhavnagar,Retail,2024-04-22,jhalak67@example.org
5193,Falak Mani,6072841272,Anand,Wholesale,2024-03-15,krishmanan@example.net
5194,Jeevika Oza,2432075990,Surat,Retail,2026-01-26,ekalingadalia@example.com
5195,Atharv Peri,3930746418,Bhavnagar,Wholesale,2025-09-23,tamanna49@example.org
5196,Mugdha Sarkar,1488879517,Vapi,Retail,2024-05-15,ekantika97@example.org
5197,Darpan Wason,777710701,Bhavnagar,Wholesale,2025-07-24,dmahajan@example.org
5198,Chaman Kalla,111381681,Bhavnagar,Retail,2024-09-06,amrutanarula@example.org
5199,Yoshita Ravi,2292321665,Jamnagar,Wholesale,2024-11-02,ikota@example.net
5200,Jacob Bedi,3239016287,Bhavnagar,Wholesale,2026-04-16,ouppal@example.org
5201,Wazir Deo,5694488769,Bhavnagar,Retail,2026-01-09,gautami81@example.org
5202,Elijah Arora,4981859239,Bhavnagar,Wholesale,2025-03-06,samaksh82@example.org
5203,Ayaan Kamdar,268931339,Bharuch,Wholesale,2024-10-06,ithaker@example.net
5204,Maanav Dhillon,1276875618,Ahmedabad,Wholesale,2026-03-10,ikbal61@example.org
5205,Mohammed Zachariah,4139438845,Gandhinagar,Wholesale,2026-03-27,pchaudhary@example.net
5206,Devansh Venkatesh,9288317772,Ahmedabad,Retail,2023-08-12,tbains@example.org
5207,Avi Jayaraman,9497831675,Ahmedabad,Retail,2023-09-12,talwarreva@example.org
5208,Yutika Dar,7748468175,Jamnagar,Retail,2025-12-31,ganeshpratyush@example.org
5209,Yashoda Reddy,6573739697,Ahmedabad,Retail,2026-05-11,jacobnatarajan@example.com
5210,Chandran Chaudhuri,5043895136,Gandhinagar,Wholesale,2024-05-28,nadigkevin@example.net
5211,Jacob Venkataraman,2683592006,Vapi,Retail,2024-06-15,girik46@example.com
5212,Gaurang Agrawal,7890229775,Jamnagar,Retail,2024-07-28,vasanapau@example.org
5213,Jagat Bobal,3481312402,Bhavnagar,Retail,2024-03-22,buchbhavika@example.net
5214,Udant Sarkar,1448349919,Vadodara,Wholesale,2024-01-20,biswaswatika@example.org
5215,Jeremiah Borde,878128326,Vapi,Wholesale,2025-02-23,wbasak@example.com
5216,Libni Dube,3058481744,Vadodara,Wholesale,2025-03-23,omistry@example.com
5217,Tarak Rajan,711522365,Jamnagar,Retail,2025-11-11,baljiwanshroff@example.org
5218,Waida Kapur,3853044084,Jamnagar,Retail,2026-03-23,chakradev70@example.org
5219,Warjas Manne,9398749716,Anand,Wholesale,2024-08-24,dbhandari@example.org
5220,Hemang Sabharwal,915672238,Vapi,Retail,2023-09-24,kdubey@example.org
5221,Liam Dugar,2882453469,Vapi,Retail,2026-04-30,vaishnavihari@example.net
5222,Mekhala Nath,8957717388,Ahmedabad,Retail,2024-04-23,nigamgirik@example.net
5223,Vamakshi Choudhury,7286747936,Vadodara,Retail,2024-12-31,cmenon@example.org
5224,Charles Dara,401583992,Bhavnagar,Wholesale,2024-02-07,bhagatpranit@example.net
5225,Lakshit Sehgal,9273558942,Anand,Wholesale,2026-06-04,bagarwal@example.org
5226,Arjun Datta,9450773916,Ahmedabad,Wholesale,2024-07-29,mallickwridesh@example.com
5227,Dakshesh Narayanan,7913514198,Surat,Wholesale,2025-05-19,ikbalmane@example.org
5228,Kala Bumb,2003155339,Jamnagar,Wholesale,2026-01-31,ahluwaliafinn@example.com
5229,Advaith Bhardwaj,5055458773,Vadodara,Wholesale,2023-09-16,azaan81@example.net
5230,Anirudh Basu,2015153399,Vapi,Wholesale,2025-03-24,ymenon@example.org
5231,Wriddhish Bhavsar,5686465585,Bharuch,Retail,2026-05-07,kashvipillai@example.net
5232,Siya Sanghvi,4799978618,Vapi,Wholesale,2025-03-29,jagdishgola@example.org
5233,Hardik Chaudhary,7147752193,Bharuch,Wholesale,2025-04-10,arjunchoudhury@example.org
5234,Bakhshi Virk,3143599727,Ahmedabad,Wholesale,2026-01-22,sonisiddharth@example.net
5235,Robert Pandya,676352574,Vadodara,Wholesale,2024-08-15,thomas26@example.net
5236,Caleb Bakshi,8705123051,Anand,Retail,2024-07-09,wmore@example.org
5237,Abhimanyu Ramesh,9847214373,Surat,Wholesale,2024-08-15,meera10@example.org
5238,Tripti Vala,1024816422,Bharuch,Wholesale,2026-05-01,sabharwalmadhav@example.com
5239,Gunbir Sahota,5329912564,Rajkot,Retail,2024-06-18,xiti18@example.net
5240,Chanchal Ramesh,5769716740,Vapi,Wholesale,2024-07-14,maya49@example.org
5241,Vritti Chandra,2629035839,Bhavnagar,Wholesale,2023-08-15,pranavramanathan@example.com
5242,Balveer Oza,1532759510,Ahmedabad,Retail,2025-05-18,alkasankaran@example.net
5243,Divya Bora,1530761306,Jamnagar,Retail,2025-08-10,avni40@example.com
5244,Megha Lad,5389176375,Jamnagar,Wholesale,2024-03-11,kharepatrick@example.net
5245,Hardik Deo,2673732191,Jamnagar,Retail,2026-06-07,borralogan@example.com
5246,Ojas Chakraborty,7142866092,Rajkot,Wholesale,2025-08-08,karigeetika@example.org
5247,Nihal Choudhury,6493310951,Ahmedabad,Retail,2023-11-16,parth99@example.com
5248,Saksham Nayak,4673178201,Ahmedabad,Retail,2026-03-05,rudra57@example.org
5249,Garima Rai,4131063324,Ahmedabad,Retail,2026-06-18,xlanka@example.com
5250,Dominic Sawhney,126015235,Gandhinagar,Retail,2024-07-11,harinimalhotra@example.org
5251,Tarak Chaudhry,9841500816,Jamnagar,Retail,2023-07-30,gagan65@example.net
5252,Xiti Sama,7850002673,Ahmedabad,Retail,2024-12-03,rushilmitter@example.org
5253,Krishna Manne,5887177635,Rajkot,Retail,2025-12-13,buchaarav@example.com
5254,Ayaan Pandya,1866622679,Bharuch,Retail,2025-10-06,chakradev17@example.org
5255,Hiral Badami,4640100480,Surat,Retail,2025-06-27,advikakhalsa@example.org
5256,Udant Dar,6854211803,Vadodara,Wholesale,2023-07-09,akshaykarpe@example.net
5257,Matthew Tata,4168345576,Bharuch,Retail,2024-02-29,lalaagastya@example.net
5258,Ojasvi Ahluwalia,1609838356,Vapi,Wholesale,2023-11-11,fgokhale@example.org
5259,Vamakshi Om,1440908520,Bharuch,Wholesale,2026-02-11,charvi34@example.com
5260,Udant Suresh,1434049708,Vadodara,Retail,2023-10-07,ekiya98@example.org
5261,Faras Goyal,1829924966,Gandhinagar,Retail,2024-09-27,yug47@example.com
5262,Leena Shukla,6418276379,Vapi,Wholesale,2024-03-07,balhaarwali@example.com
5263,Veer Oza,6124285515,Gandhinagar,Wholesale,2025-02-02,ybhargava@example.net
5264,Upkaar Salvi,2133851267,Anand,Retail,2023-11-16,araju@example.net
5265,Hiral Bal,5839790231,Ahmedabad,Retail,2024-05-01,byohannan@example.net
5266,Anusha Dhar,5712628732,Vapi,Wholesale,2025-10-26,xdate@example.net
5267,Yatan Das,8695406953,Vadodara,Retail,2023-11-29,settypranit@example.com
5268,Indali Purohit,53854003,Bhavnagar,Wholesale,2025-07-10,nlanka@example.org
5269,Radha Talwar,3117694932,Ahmedabad,Retail,2024-08-25,urishilla45@example.org
5270,Ishaan Joshi,364792956,Vadodara,Retail,2025-03-21,warda20@example.com
5271,Kavya Nadig,2065007845,Ahmedabad,Wholesale,2026-01-19,obanerjee@example.com
5272,Jeremiah Nanda,7413551723,Gandhinagar,Retail,2024-11-19,kavya91@example.org
5273,Hamsini Sarin,3184957671,Rajkot,Retail,2025-07-06,inaya64@example.net
5274,Ishaan Taneja,4821345453,Vadodara,Wholesale,2025-03-16,upkaarbera@example.org
5275,Chandran Rattan,6225596049,Bharuch,Wholesale,2024-07-12,pandeyfariq@example.net
5276,Mahika Bhardwaj,4643248055,Bharuch,Wholesale,2024-07-24,baliishita@example.net
5277,Jatin Patla,717254857,Gandhinagar,Retail,2024-12-11,lalanusha@example.com
5278,Azad Sule,3491105740,Vapi,Wholesale,2023-09-21,daksh00@example.com
5279,Nirja Cheema,6335571490,Rajkot,Wholesale,2026-04-28,dbarad@example.net
5280,Avi Pai,3974994507,Surat,Retail,2024-08-08,fdora@example.net
5281,Jairaj Sengupta,7053969531,Bhavnagar,Wholesale,2025-06-15,dkhanna@example.org
5282,Idika Issac,1110527,Vapi,Retail,2025-06-28,ymane@example.org
5283,Veer Nagi,8599240835,Anand,Wholesale,2025-08-31,solankimaanav@example.org
5284,Raksha Randhawa,4133674012,Gandhinagar,Wholesale,2023-12-03,ekavir23@example.com
5285,Aishani Om,3093000351,Bharuch,Wholesale,2024-11-04,fkadakia@example.net
5286,Daniel Mammen,1259338752,Anand,Wholesale,2023-07-21,vyasabeer@example.org
5287,Rayaan Reddy,461769431,Bharuch,Retail,2024-05-31,kabir52@example.com
5288,Aahana Zacharia,248951943,Gandhinagar,Retail,2025-10-04,vram@example.net
5289,Lekha Chadha,91996353,Bharuch,Retail,2024-12-18,henrybera@example.com
5290,Dalaja Deol,3683228044,Rajkot,Wholesale,2025-07-05,michael34@example.com
5291,Widisha Lata,2598888625,Bhavnagar,Wholesale,2024-11-28,ikshita25@example.net
5292,Matthew Bahl,3543708009,Anand,Wholesale,2024-01-20,parikhomkaar@example.com
5293,Karan Mandal,8852596111,Jamnagar,Wholesale,2024-09-13,lokeanvi@example.net
5294,Edhitha Chaudhari,7119043704,Surat,Retail,2024-06-11,ppadmanabhan@example.org
5295,Rishi Kale,7741766171,Jamnagar,Wholesale,2025-06-15,qraman@example.net
5296,Chandani Dhar,1376631188,Bhavnagar,Retail,2024-11-29,samar96@example.org
5297,Bachittar Yohannan,9705255964,Bhavnagar,Retail,2025-09-02,harish51@example.net
5298,Charan Padmanabhan,7007890545,Rajkot,Retail,2024-08-13,evarkey@example.com
5299,Dhriti Walla,8635930614,Rajkot,Retail,2024-03-16,fsama@example.net
5300,Xalak Ghosh,5087527377,Rajkot,Wholesale,2026-01-22,jeevika74@example.org
5301,Aadhya Gaba,4627400486,Vapi,Retail,2023-11-25,lpall@example.org
5302,Dalbir Nayar,8343386123,Rajkot,Wholesale,2024-08-04,psarin@example.net
5303,Raagini Bhandari,762711378,Surat,Wholesale,2025-11-30,ilalla@example.com
5304,Netra Prakash,6460959263,Bharuch,Retail,2025-09-09,omwarjas@example.net
5305,Chaman Kumar,9708483465,Ahmedabad,Wholesale,2024-05-23,palananamika@example.net
5306,Jagvi Apte,1548762714,Ahmedabad,Retail,2025-04-15,ledwin@example.com
5307,Jagat Baria,4432020659,Jamnagar,Retail,2025-12-19,advikkumar@example.org
5308,Jalsa D’Alia,3206225807,Ahmedabad,Retail,2025-01-10,parth03@example.net
5309,Aarini Zacharia,4415977600,Vadodara,Retail,2026-01-13,daksha74@example.net
5310,Hemang Contractor,2682138515,Jamnagar,Retail,2025-03-31,warjaspant@example.net
5311,Indrajit Lala,3172656748,Rajkot,Wholesale,2023-09-09,dasorinder@example.org
5312,Krishna Murty,6044836723,Bharuch,Retail,2026-01-28,mbandi@example.com
5313,Isaiah Ravi,4216297480,Gandhinagar,Wholesale,2024-02-15,lalchaitanya@example.org
5314,Janaki Dhaliwal,3699716909,Rajkot,Wholesale,2026-01-02,nbandi@example.org
5315,Yachana Dass,2997272557,Vapi,Retail,2025-01-08,cherianvaishnavi@example.org
5316,Brinda Soman,2277312476,Vadodara,Retail,2026-05-04,kkhare@example.org
5317,Sai Prakash,128707144,Bharuch,Wholesale,2024-08-31,kiaan24@example.net
5318,David Oommen,2011326760,Gandhinagar,Wholesale,2025-11-27,sridharbhavya@example.org
5319,Harsh Mane,3119220570,Rajkot,Retail,2024-12-06,ishanvibhatt@example.org
5320,Madhavi Shere,3083755807,Rajkot,Retail,2024-06-06,reyansh97@example.net
5321,Samuel Kohli,6414506980,Bhavnagar,Wholesale,2023-07-16,jagdish56@example.org
5322,Avni Rajan,1286975918,Gandhinagar,Retail,2026-07-02,ravibishakha@example.org
5323,Devika Balan,5269439378,Vapi,Wholesale,2024-04-04,farhanrajagopalan@example.net
5324,Wahab Vig,1274119238,Gandhinagar,Wholesale,2024-07-17,tanveergopal@example.net
5325,Saumya Ramanathan,5356169764,Vadodara,Retail,2026-04-26,nicholasparikh@example.net
5326,Balhaar Pai,1356341544,Gandhinagar,Retail,2025-02-05,gauri15@example.net
5327,Urvashi Kohli,6907424582,Surat,Wholesale,2025-05-28,issacfaraj@example.org
5328,Ekta Mohanty,7009066964,Jamnagar,Retail,2024-10-01,chaudhryfitan@example.org
5329,Xalak Oak,2418803877,Bharuch,Wholesale,2024-08-26,koshychampak@example.org
5330,Neha Hayer,2190666142,Anand,Wholesale,2023-08-15,priyapal@example.net
5331,Aadhya Buch,1905062904,Gandhinagar,Retail,2025-01-31,manthandhar@example.org
5332,Nicholas Kumer,7916546707,Surat,Retail,2025-11-09,hemalsem@example.net
5333,Ayushman Aurora,5570163949,Rajkot,Retail,2026-06-20,oiyer@example.com
5334,Simon Talwar,3991275425,Bhavnagar,Retail,2025-02-03,christopher20@example.com
5335,Saksham Dube,3387852880,Anand,Wholesale,2023-10-21,zsrinivas@example.org
5336,Reva Toor,2822015214,Jamnagar,Retail,2023-11-26,peter45@example.org
5337,Falan Chad,7547014466,Rajkot,Retail,2026-03-27,tankqasim@example.net
5338,Logan Kashyap,8151147408,Vapi,Wholesale,2025-05-10,kalpitrajagopal@example.com
5339,Gagan Bhargava,8390904451,Anand,Wholesale,2024-01-15,vkoshy@example.org
5340,Chavvi Wable,1022703698,Vapi,Retail,2024-05-26,mohanvictor@example.com
5341,Bhanumati Balay,234492027,Surat,Retail,2026-02-07,sarafaachal@example.net
5342,Dominic Sharaf,6397212437,Surat,Retail,2025-04-20,idua@example.org
5343,Yug Krishna,4113701651,Bharuch,Wholesale,2025-01-18,timothy53@example.com
5344,Tanvi Bal,4822635584,Rajkot,Wholesale,2026-02-07,radhakrishnanranbir@example.com
5345,Lipika Manda,2231060738,Surat,Wholesale,2025-12-17,balanazaan@example.org
5346,Maanav Joshi,5474279648,Jamnagar,Wholesale,2024-05-10,vyanjana63@example.net
5347,Michael Chada,641953947,Ahmedabad,Retail,2026-02-04,gnayar@example.com
5348,Nidhi Trivedi,8410456305,Rajkot,Retail,2026-03-04,umani@example.com
5349,Nachiket Din,952620914,Ahmedabad,Wholesale,2026-03-06,parthbutala@example.net
5350,Logan Sodhi,6294283341,Vadodara,Wholesale,2023-11-04,akshay83@example.com
5351,Tanish Johal,9468422806,Vadodara,Retail,2024-10-22,ojas29@example.com
5352,Anamika Madan,4766726080,Anand,Wholesale,2026-01-15,fitan53@example.com
5353,Arunima Sawhney,9522141872,Gandhinagar,Wholesale,2024-09-16,jhaverifiyaz@example.org
5354,Hemangini Bedi,3178694492,Bharuch,Retail,2024-05-08,gautami52@example.net
5355,Damini Karpe,1118342315,Ahmedabad,Wholesale,2025-03-28,uvaidya@example.org
5356,Wishi Verma,6762306974,Vadodara,Retail,2023-12-12,sai62@example.net
5357,Farhan Krishnan,1349883966,Anand,Wholesale,2025-09-12,ikbaldutta@example.org
5358,Vrishti Shenoy,3886847673,Anand,Wholesale,2024-10-20,hamsini90@example.org
5359,Ikshita Chopra,7842952302,Anand,Wholesale,2023-10-19,kaisamra@example.net
5360,Lucky Shetty,3466358416,Ahmedabad,Wholesale,2024-11-01,upadhriti42@example.com
5361,Eesha Rau,3678168901,Vapi,Retail,2024-08-09,tvohra@example.org
5362,Udant Prabhakar,8119001877,Vapi,Wholesale,2025-06-08,fbahri@example.com
5363,Nidhi Date,8123431952,Bharuch,Retail,2023-09-16,ladpahal@example.org
5364,Chakrika Edwin,5224027438,Rajkot,Wholesale,2024-09-10,vartykamya@example.net
5365,Tanvi Vasa,1194953565,Bharuch,Wholesale,2025-09-01,shegde@example.net
5366,Madhav Vala,7923949332,Bhavnagar,Retail,2025-07-25,ubadal@example.net
5367,Nisha Mittal,9421496559,Bhavnagar,Retail,2023-09-02,unnatimallick@example.org
5368,Viraj Kapoor,6680453185,Anand,Wholesale,2024-09-10,koshyjalsa@example.org
5369,Arya Patla,8111879179,Bhavnagar,Retail,2023-08-24,tejaskamdar@example.net
5370,Unnati Sangha,166660143,Gandhinagar,Retail,2024-04-10,yug25@example.org
5371,Jairaj Pandey,1348087748,Anand,Retail,2025-01-12,rushiljaggi@example.net
5372,Vasudha Tank,3505610040,Vadodara,Retail,2023-11-01,fpalan@example.net
5373,George Varma,2452312904,Jamnagar,Wholesale,2026-04-05,aagate@example.com
5374,Veer Kulkarni,267184658,Ahmedabad,Wholesale,2023-07-31,madhavbhalla@example.net
5375,Warda Raj,9691899184,Gandhinagar,Retail,2024-08-14,gaurika47@example.com
5376,Charles Mistry,1386909147,Bhavnagar,Retail,2023-11-25,obhatnagar@example.com
5377,Yashvi Chaudhry,7337396550,Ahmedabad,Retail,2025-05-05,pgarde@example.org
5378,Darika Chand,9693561258,Rajkot,Retail,2023-08-16,salvionkar@example.org
5379,Alka Balakrishnan,6493575245,Vapi,Wholesale,2024-02-24,charleschaudhary@example.org
5380,Anirudh Buch,723743576,Bharuch,Retail,2023-09-17,hborah@example.com
5381,Karan Banerjee,4292162627,Anand,Wholesale,2023-11-07,isethi@example.com
5382,David Bhargava,2342305636,Ahmedabad,Wholesale,2025-08-18,kalpit04@example.com
5383,Warinder Date,2350602245,Anand,Wholesale,2026-02-26,narasimhanubika@example.com
5384,Ekani Kar,9515852304,Rajkot,Wholesale,2025-05-10,nandini86@example.org
5385,Falguni Patla,5610389822,Gandhinagar,Wholesale,2024-04-11,sastryomkaar@example.org
5386,Omisha Chandran,8696646641,Jamnagar,Retail,2024-04-13,kadegeetika@example.com
5387,Idika Bumb,2631623004,Bharuch,Wholesale,2024-11-12,khalsaishwar@example.org
5388,Onkar Rau,2193403864,Gandhinagar,Retail,2025-10-10,ckala@example.net
5389,Pranit Dey,5362848025,Bharuch,Retail,2026-01-11,chakradev53@example.com
5390,Faraj Kata,40917582,Bhavnagar,Wholesale,2025-02-15,mayadey@example.org
5391,Krish Loke,7263376723,Bhavnagar,Retail,2024-09-22,baliosha@example.com
5392,Bakhshi Bhakta,5059021054,Ahmedabad,Wholesale,2026-06-24,pnadkarni@example.org
5393,Yoshita Yadav,5181193479,Vadodara,Retail,2025-05-18,qmangal@example.net
5394,Yahvi Modi,1608274962,Anand,Wholesale,2026-05-31,usrivastava@example.org
5395,Nikita Dash,509001588,Gandhinagar,Retail,2023-11-25,chanchal88@example.com
5396,Laban Bali,2348436709,Vadodara,Retail,2026-01-31,samesh29@example.net
5397,Nimrat Dua,8853073886,Gandhinagar,Wholesale,2026-04-20,abhirammand@example.org
5398,Andrew Char,8608200456,Vapi,Wholesale,2024-03-25,xpuri@example.com
5399,Yadavi Lad,2788454531,Vadodara,Wholesale,2025-06-29,saidalal@example.org
5400,Vyanjana Nath,4014509472,Anand,Retail,2024-05-23,mitali28@example.org
5401,Chaman Sunder,5324064010,Anand,Wholesale,2026-04-29,lajita54@example.org
5402,Thomas Gopal,647210882,Vapi,Retail,2023-10-26,varughesedalaja@example.org
5403,Raghav Uppal,2680805575,Vapi,Retail,2025-07-14,mangalekbal@example.com
5404,Anika Goswami,2314804421,Ahmedabad,Retail,2025-01-13,balasubramanianarya@example.com
5405,Nimrat Gera,1619242608,Rajkot,Wholesale,2026-03-22,vnadig@example.org
5406,Unnati Kala,5432463534,Gandhinagar,Retail,2024-07-04,ikshitakaran@example.com
5407,Reyansh Sachar,3561821894,Rajkot,Wholesale,2025-01-03,pallayashasvi@example.net
5408,Nakul Sachar,9391926705,Vadodara,Retail,2024-04-18,pmurthy@example.org
5409,Falak Dugar,6663689955,Gandhinagar,Retail,2024-06-27,azaanpillay@example.net
5410,Chatura Anne,4747023021,Vadodara,Wholesale,2024-06-15,venkataramanfaris@example.com
5411,Aradhana Sheth,1491027959,Ahmedabad,Wholesale,2025-03-11,msahota@example.net
5412,Chameli Majumdar,5706168288,Bharuch,Retail,2025-04-17,dasrushil@example.net
5413,Anirudh Bains,9488381674,Gandhinagar,Wholesale,2024-01-23,onagar@example.net
5414,Gaurika Naik,2534675095,Vapi,Retail,2024-08-22,bbansal@example.com
5415,Lila Ramakrishnan,8788446429,Bhavnagar,Wholesale,2023-12-03,shravya96@example.net
5416,Kai Deshmukh,2018777178,Surat,Wholesale,2024-12-27,amrita77@example.org
5417,Meghana Sethi,5597901141,Jamnagar,Wholesale,2025-08-02,craj@example.org
5418,Shaurya Ramanathan,4443059069,Gandhinagar,Wholesale,2024-04-23,memondaksha@example.org
5419,Riya Dada,5072251230,Surat,Wholesale,2025-10-26,banjeetmalhotra@example.com
5420,Varsha Kara,6914979184,Rajkot,Wholesale,2024-10-18,anamika24@example.com
5421,Pooja Yadav,22383429,Jamnagar,Retail,2024-04-14,obobal@example.net
5422,Aarnav Chowdhury,4399385281,Vapi,Retail,2025-12-02,fiyazgaba@example.com
5423,Dakshesh Khare,2561222373,Vadodara,Wholesale,2024-10-12,radhashan@example.org
5424,Edhitha Salvi,1294856958,Jamnagar,Wholesale,2026-06-12,borahria@example.com
5425,Gaurika Loyal,5008855563,Ahmedabad,Wholesale,2026-02-08,ishani99@example.com
5426,Jhalak Pandey,8251040280,Jamnagar,Retail,2023-11-21,gourlekha@example.net
5427,Odika Dass,9506895469,Bhavnagar,Retail,2026-02-17,dev02@example.org
5428,Ikbal Bajwa,3838976093,Jamnagar,Retail,2025-01-13,sanghviadvay@example.net
5429,Rohan Jhaveri,2638473028,Surat,Retail,2026-01-05,avniaurora@example.org
5430,Gaurang Badal,345036895,Vapi,Wholesale,2026-05-15,xbhagat@example.com
5431,Gautami Basak,4077514062,Vapi,Wholesale,2026-05-13,bpai@example.com
